SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
100968,0,Cash loans,M,N,N,0,222000.0,528500.0,26150.0,466000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-15205,-3449,-2414,-3341,0.25,0.927,0.7753
100969,0,Revolving loans,M,Y,Y,0,172000.0,643500.0,44890.0,598700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10903,-2588,-9032,-6961,0.9017,0.0132,0.3913
100970,0,Cash loans,F,N,Y,0,66000.0,922000.0,54340.0,850300.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-7589,-3893,-6635,-256,0.592,0.2995,0.4705
100971,0,Cash loans,F,N,Y,0,130000.0,1499500.0,77660.0,1387400.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12988,-7917,-2805,-2748,0.2264,0.8846,0.2587
100972,1,Cash loans,M,N,Y,2,416000.0,762500.0,54960.0,676500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-14693,-2937,-11498,-2562,0.371,0.2983,0.4908
100973,0,Cash loans,F,N,Y,0,278000.0,348500.0,23650.0,332000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-17168,-2486,-11625,-6065,0.688,0.2216,0.7307
100974,0,Cash loans,M,N,Y,0,84000.0,282000.0,21850.0,269500.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20736,-7496,-6665,-6588,0.2898,0.6963,0.8618
100975,0,Cash loans,F,N,Y,1,630000.0,106500.0,4960.0,96200.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-14905,-1941,-5361,-6051,0.8368,0.7106,0.9223
100976,0,Cash loans,F,N,Y,0,210000.0,858000.0,56600.0,842700.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-19127,-9494,-1465,-1667,0.1657,0.4538,0.4111
100977,0,Cash loans,F,Y,Y,2,35000.0,837500.0,41680.0,792800.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20285,-5466,-10048,-6314,0.2586,0.9001,0.9406
100978,0,Cash loans,F,Y,N,1,30000.0,343500.0,26160.0,328700.0,Family,Working,Secondary / secondary special,Widow,House / apartment,-19314,-8164,-10427,-6413,0.1462,0.2005,0.2873
100979,0,Cash loans,F,Y,Y,0,53000.0,1056500.0,46460.0,942000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15674,-4869,-403,-2648,0.1079,0.8686,0.0166
100980,0,Revolving loans,F,N,Y,0,220000.0,1123500.0,74430.0,955100.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,With parents,-24034,-9021,-6570,-5734,0.2923,0.7202,0.7316
100981,0,Cash loans,M,N,N,0,55000.0,422000.0,30230.0,413500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-12884,-416,-8604,-636,0.9492,0.3561,0.1777
100982,0,Cash loans,F,N,Y,0,132000.0,545500.0,29560.0,531000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-20265,-7553,-9729,-6210,0.0987,0.7685,0.0593
100983,0,Cash loans,M,Y,Y,1,40000.0,1486000.0,116150.0,1290600.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-13704,-175,-4249,-2822,0.2102,0.1352,0.8786
100984,0,Cash loans,M,Y,Y,0,406000.0,589500.0,43640.0,534200.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-19459,-5169,-6346,-7,0.2653,0.1331,0.7543
100985,0,Cash loans,F,Y,Y,0,88000.0,1152000.0,59660.0,1093500.0,Family,Working,Secondary / secondary special,Married,House / apartment,-20799,-303,-8408,-1579,0.592,0.8841,0.1065
100986,0,Revolving loans,F,N,N,0,383000.0,703500.0,28350.0,666800.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,-21410,-7995,-6625,-134,0.7106,0.0991,0.7403
100987,0,Cash loans,M,N,Y,0,460000.0,1199500.0,62210.0,1174400.0,Family,Working,Higher education,Single / not married,Rented apartment,-22239,-6667,-9216,-3831,0.7168,0.0138,0.8034
100988,0,Cash loans,F,N,N,0,26000.0,1164000.0,59660.0,1013900.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13125,-7560,-2813,-6959,0.0181,0.3757,0.861
100989,0,Cash loans,M,N,N,1,119000.0,1016500.0,76850.0,929600.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-10788,-3875,-805,-4925,0.6227,0.1076,0.5211
100990,0,Cash loans,M,N,Y,0,29000.0,1288500.0,101390.0,1114000.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,-9195,-8178,-3349,-4120,0.6029,0.8213,0.6712
100991,0,Cash loans,M,Y,Y,0,384000.0,1411500.0,60440.0,1282300.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-10208,-7024,-7361,-2512,0.4966,0.8773,0.7265
100992,0,Cash loans,F,N,Y,0,135000.0,889000.0,52320.0,757700.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-8711,-7680,-2816,-6105,0.3665,0.4635,0.6573
100993,0,Cash loans,F,N,Y,1,37000.0,390500.0,24180.0,384500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,-12757,-5658,-11001,-4469,0.7596,0.4099,0.618
100994,0,Cash loans,F,N,Y,0,43000.0,625000.0,27320.0,580700.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-18874,-4455,-9463,-2243,0.3332,0.5167,0.5247
100995,0,Cash loans,F,Y,Y,1,98000.0,1148500.0,63280.0,1122600.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17435,-3151,-6231,-6847,0.2262,0.2226,0.4604
100996,0,Cash loans,M,N,Y,0,448000.0,992000.0,52260.0,852100.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12748,-2763,-8625,-6545,0.3015,0.2901,0.9464
100997,0,Cash loans,F,Y,Y,2,202000.0,303500.0,18650.0,268300.0,Family,Pensioner,Higher education,Married,House / apartment,-16147,-8723,-7420,-2169,0.4233,0.1049,0.3273
100998,0,Cash loans,F,Y,N,0,328000.0,119500.0,7940.0,106200.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,-15841,-7484,-8620,-4867,0.2112,0.4297,0.093
100999,1,Cash loans,M,N,Y,0,93000.0,1038500.0,70760.0,943000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21958,-3262,-9379,-6032,0.5811,0.585,0.7291
101000,0,Cash loans,F,N,N,0,32000.0,410500.0,18670.0,398400.0,Unaccompanied,Working,Incomplete higher,Married,With parents,-24827,-8489,-4257,-4654,0.8412,0.8844,0.211
101001,0,Cash loans,F,N,N,0,574000.0,772000.0,55980.0,701000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24081,-5178,-10746,-3957,0.5697,0.7047,0.5107
101002,0,Cash loans,F,N,Y,0,28000.0,1131500.0,75970.0,996500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-7945,-138,-2312,-1232,0.4299,0.6897,0.1001
101003,0,Cash loans,M,Y,N,0,467000.0,863500.0,65250.0,742400.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-20000,-9020,-1995,-3372,0.7591,0.2995,0.5921
101004,0,Cash loans,F,Y,Y,0,94000.0,166000.0,9620.0,143100.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,-18264,-3265,-10349,-5720,0.7132,0.845,0.8974
101005,0,Cash loans,M,N,Y,0,27000.0,315000.0,23860.0,303700.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-9262,-4879,-4995,-953,0.355,0.9001,0.6893
101006,0,Cash loans,F,N,Y,2,200000.0,364000.0,27170.0,333700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-24493,-6286,-1742,-1538,0.5779,0.8863,0.2117
101007,0,Revolving loans,M,N,Y,0,616000.0,420000.0,24170.0,402700.0,"Spouse, partner",Working,Secondary / secondary special,Separated,House / apartment,-13773,-2224,-9534,-907,0.6961,0.0465,0.9229
101008,0,Cash loans,M,N,Y,1,531000.0,867500.0,47930.0,826200.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14783,-7499,-1155,-1680,0.2407,0.5781,0.2987
101009,0,Cash loans,F,N,Y,0,51000.0,778500.0,60190.0,677500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-11715,-4234,-3204,-1909,0.3543,0.6146,0.4204
101010,0,Cash loans,F,N,Y,0,55000.0,340500.0,23360.0,296700.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-23148,-6394,-8585,-5653,0.1094,0.2874,0.4782
101011,0,Cash loans,F,N,Y,0,150000.0,143500.0,11070.0,138200.0,Unaccompanied,State servant,Higher education,Married,Rented apartment,-16005,-3871,-6763,-5158,0.9384,0.9429,0.9413
101012,1,Cash loans,M,Y,Y,0,177000.0,294500.0,21170.0,282200.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18004,-5638,-6947,-5926,0.0907,0.2837,0.0748
101013,1,Cash loans,F,N,Y,2,227000.0,1477500.0,95110.0,1339700.0,Family,Working,Secondary / secondary special,Married,House / apartment,-23691,-3357,-7202,-4089,0.1685,0.2136,0.6649
101014,0,Cash loans,F,N,Y,0,55000.0,726500.0,32430.0,626000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-19751,-6561,-11834,-618,0.461,0.4651,0.3502
101015,0,Cash loans,F,N,Y,1,504000.0,1307000.0,67520.0,1113300.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-20368,-5488,-4817,-5903,0.8234,0.3138,0.0836
101016,1,Cash loans,F,Y,Y,2,178000.0,1280000.0,100800.0,1143300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17620,-8000,-2040,-2788,0.3445,0.8786,0.8889
101017,0,Cash loans,F,N,Y,0,307000.0,789500.0,41670.0,672200.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,-20508,-1344,-2078,-1909,0.7325,0.4237,0.5645
101018,0,Cash loans,F,N,N,2,142000.0,1073000.0,46920.0,949100.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,-9144,-757,-2864,-2844,0.6455,0.3955,0.7183
101019,0,Cash loans,F,N,Y,0,105000.0,325500.0,22230.0,297200.0,Unaccompanied,Working,Higher education,Married,House / apartment,-22557,-1799,-11653,-4301,0.6103,0.5983,0.236
101020,0,Cash loans,M,Y,Y,2,592000.0,1046500.0,72590.0,908600.0,"Spouse, partner",Commercial associate,Higher education,Civil marriage,House / apartment,-14859,-4556,-5829,-4678,0.8043,0.0862,0.7258
101021,0,Cash loans,M,N,Y,1,156000.0,441500.0,22700.0,382200.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-16594,-6168,-6249,-5800,0.0233,0.7213,0.7888
101022,0,Cash loans,F,Y,N,0,327000.0,1255500.0,65170.0,1236000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-7979,-8147,-7442,-696,0.8834,0.7323,0.415
101023,1,Cash loans,M,Y,Y,2,485000.0,167000.0,9810.0,156600.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14490,-6063,-5215,-6555,0.7895,0.4556,0.5476
101024,1,Cash loans,M,Y,Y,0,194000.0,1170000.0,47820.0,1158500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12647,-6335,-5112,-3404,0.8916,0.9084,0.9236
101025,1,Cash loans,M,N,Y,0,144000.0,190500.0,13630.0,171800.0,Family,Working,Secondary / secondary special,Married,House / apartment,-20025,-4635,-6937,-4303,0.756,0.5546,0.8059
101026,0,Cash loans,F,N,Y,0,26000.0,1327000.0,69910.0,1262700.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,-18861,-7373,-4256,-404,0.8359,0.6635,0.4282
101027,0,Revolving loans,F,N,Y,0,31000.0,487500.0,36150.0,429300.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20871,-2076,-9521,-2435,0.2009,0.8789,0.6347
101028,0,Cash loans,F,Y,Y,0,59000.0,997000.0,71890.0,939900.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-18315,-8037,-9838,-1510,0.3101,0.6364,0.7472
101029,0,Cash loans,M,N,N,1,56000.0,754500.0,50140.0,656000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,-7309,-3769,-7891,-4962,0.3063,0.4159,0.0329
101030,0,Cash loans,F,N,Y,0,69000.0,578000.0,30630.0,491500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-23287,-4292,-6339,-6003,0.1126,0.0333,0.5631
101031,0,Cash loans,F,Y,Y,0,80000.0,984000.0,59680.0,973900.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-19745,-1037,-10847,-2318,0.6958,0.6946,0.9355
101032,0,Cash loans,F,N,N,0,92000.0,1423500.0,82270.0,1328500.0,Family,Working,Secondary / secondary special,Married,House / apartment,-22503,-5696,-2385,-4088,0.138,0.917,0.9003
101033,0,Cash loans,F,N,Y,0,107000.0,105000.0,5620.0,103800.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18323,-1389,-11029,-2484,0.0594,0.452,0.7925
101034,0,Cash loans,F,N,N,1,41000.0,1382000.0,102160.0,1243900.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-12621,-4770,-5429,-857,0.7389,0.3294,0.1098
101035,0,Cash loans,F,N,Y,1,31000.0,931000.0,55250.0,837100.0,Unaccompanied,Working,Higher education,Married,House / apartment,-17678,-2250,-5298,-3729,0.8604,0.4981,0.9444
101036,0,Cash loans,F,Y,N,2,193000.0,1219500.0,89400.0,1109900.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-23379,-7521,-3305,-2392,0.7283,0.6947,0.583
101037,0,Cash loans,F,N,Y,0,141000.0,603500.0,26680.0,576900.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-14806,-8804,-3320,-4068,0.7858,0.0106,0.2195
101038,0,Revolving loans,M,N,N,0,113000.0,731500.0,33390.0,683900.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-17519,-1616,-6275,-6292,0.5699,0.844,0.6438
101039,0,Cash loans,M,N,N,2,176000.0,1309000.0,103530.0,1294300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-8756,-1504,-6392,-6771,0.8445,0.8432,0.8151
101040,0,Cash loans,M,Y,Y,1,289000.0,648500.0,41190.0,553700.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,-7343,-4592,-3526,-4282,0.4769,0.5188,0.1156
101041,0,Cash loans,M,Y,Y,0,109000.0,823000.0,49700.0,787000.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,-14626,-6270,-6642,-19,0.939,0.125,0.8715
101042,0,Revolving loans,F,N,Y,0,179000.0,74500.0,4540.0,67000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17386,-2453,-4914,-5457,0.1072,0.6415,0.875
101043,0,Cash loans,F,N,N,2,485000.0,276000.0,13420.0,242100.0,Children,Commercial associate,Secondary / secondary special,Married,House / apartment,-15076,-680,-10496,-2420,0.7706,0.1396,0.0227
101044,0,Cash loans,M,N,Y,1,300000.0,978500.0,67270.0,906600.0,Children,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-22192,-3429,-9463,-3026,0.6129,0.4871,0.8563
101045,0,Cash loans,F,Y,Y,0,108000.0,1088000.0,47210.0,1007200.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15500,-8393,-1287,-66,0.5558,0.098,0.9
101046,0,Cash loans,F,N,Y,1,180000.0,892500.0,56170.0,777000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-12932,-4650,-4944,-5558,0.6923,0.5637,0.0454
101047,0,Cash loans,F,Y,Y,0,54000.0,253500.0,15930.0,223200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21000,-3063,-360,-3133,0.7999,0.309,0.2865
101048,0,Cash loans,F,N,Y,0,148000.0,693000.0,53060.0,631500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-9162,-398,-1974,-3557,0.8211,0.7911,0.3607
101049,0,Cash loans,F,N,N,0,622000.0,561500.0,34280.0,511700.0,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,-24917,-4216,-11119,-785,0.1749,0.7619,0.338
101050,0,Cash loans,F,N,Y,0,135000.0,766000.0,34840.0,687600.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,-12011,-144,-3464,-6094,0.1952,0.9486,0.7235
101051,0,Cash loans,F,Y,N,0,419000.0,1311500.0,82510.0,1144000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-9757,-7747,-2226,-6765,0.0252,0.2521,0.3466
101052,0,Cash loans,M,N,Y,0,103000.0,1174000.0,51250.0,998700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18496,-2643,-5044,-2132,0.1339,0.0681,0.9092
101053,1,Cash loans,F,Y,Y,0,1040000.0,167000.0,8040.0,166300.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-20139,-3959,-5625,-1429,0.258,0.4264,0.9453
101054,0,Cash loans,F,N,Y,1,155000.0,1340500.0,55290.0,1329100.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-13999,-4878,-1850,-1418,0.6878,0.0884,0.3078
101055,1,Cash loans,F,N,Y,3,31000.0,731500.0,44280.0,674800.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,-20467,-4494,-5932,-3690,0.4572,0.1778,0.4883
101056,0,Revolving loans,M,N,N,0,158000.0,1127500.0,48910.0,1126700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15759,-3652,-10738,-1547,0.7224,0.5715,0.5342
101057,0,Cash loans,F,Y,N,0,73000.0,249000.0,14640.0,236800.0,"Spouse, partner",Pensioner,Higher education,Married,House / apartment,-14457,-3255,-10916,-4271,0.4673,0.5666,0.5546
101058,0,Cash loans,F,N,Y,2,30000.0,1021000.0,78940.0,878400.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-19353,-387,-11866,-358,0.5323,0.0507,0.3618
101059,0,Cash loans,F,Y,Y,0,283000.0,389000.0,26760.0,337500.0,Family,Working,Secondary / secondary special,Married,House / apartment,-10014,-3805,-3905,-6974,0.1144,0.4263,0.166
101060,0,Revolving loans,F,Y,Y,1,73000.0,683000.0,29430.0,674400.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14664,-616,-3775,-1562,0.74,0.5084,0.0613
101061,0,Cash loans,M,Y,N,1,264000.0,69500.0,3400.0,65600.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-22556,-2301,-817,-4386,0.7226,0.2619,0.11
101062,1,Cash loans,M,N,N,0,76000.0,265500.0,17770.0,259300.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19298,-6677,-2146,-2177,0.2991,0.8297,0.8572
101063,0,Cash loans,F,Y,N,1,57000.0,179000.0,13570.0,176300.0,Unaccompanied,Working,Higher education,Married,House / apartment,-16883,-8202,-7774,-3810,0.3189,0.1614,0.2736
101064,0,Cash loans,F,Y,Y,1,572000.0,394000.0,16280.0,361400.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-16574,-3758,-8372,-478,0.2165,0.2487,0.0822
101065,0,Cash loans,M,N,Y,0,92000.0,190500.0,13810.0,163300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19571,-7022,-7096,-647,0.775,0.1576,0.5961
101066,0,Cash loans,F,N,Y,0,163000.0,1051500.0,65690.0,923500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10135,-4386,-7833,-6675,0.7122,0.1196,0.0808
101067,0,Cash loans,F,N,Y,0,166000.0,87500.0,5410.0,75200.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15313,-4036,-4469,-263,0.5826,0.8362,0.0758
101068,0,Revolving loans,F,N,Y,0,148000.0,944000.0,73930.0,829100.0,Unaccompanied,Working,Higher education,Married,Municipal apartment,-20539,-9461,-5955,-3742,0.2345,0.2712,0.5943
101069,0,Cash loans,M,N,Y,0,394000.0,249500.0,17440.0,227400.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,-11505,-1090,-4719,-6646,0.1715,0.6892,0.5659
101070,0,Cash loans,F,N,Y,0,193000.0,1420000.0,105090.0,1232200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21153,-5071,-7850,-2956,0.0573,0.4123,0.049
101071,0,Cash loans,F,N,N,0,103000.0,1402500.0,75960.0,1227200.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9454,-7821,-6014,-1561,0.0529,0.6077,0.4428
101072,0,Cash loans,M,N,N,2,322000.0,373000.0,23190.0,342000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17836,-1951,-4958,-5200,0.1859,0.8825,0.4196
101073,0,Cash loans,F,N,Y,0,55000.0,939000.0,60670.0,846100.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,-11223,-8289,-6265,-1436,0.1045,0.8039,0.5239
101074,0,Cash loans,F,N,Y,0,143000.0,85500.0,4520.0,78700.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17346,-2809,-441,-6618,0.5327,0.0748,0.7036
101075,1,Cash loans,M,N,Y,0,476000.0,1401000.0,88000.0,1281000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-14562,-4107,-7884,-2005,0.3466,0.8045,0.2758
101076,0,Cash loans,F,N,N,0,172000.0,806000.0,39870.0,763000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-11168,-2721,-10484,-6161,0.4282,0.4347,0.4168
101077,0,Revolving loans,F,N,N,0,280000.0,108000.0,4940.0,107000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,-11090,-2278,-9854,-3140,0.5684,0.3391,0.7552
101078,0,Cash loans,F,N,N,0,184000.0,543500.0,29870.0,470800.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18524,-938,-7658,-907,0.6296,0.642,0.8772
101079,0,Cash loans,F,N,N,0,299000.0,157000.0,10920.0,135800.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-8573,-9847,-9062,-129,0.6193,0.9032,0.8478
101080,1,Revolving loans,F,Y,Y,1,459000.0,616500.0,47250.0,602900.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18459,-9514,-11066,-937,0.2552,0.0985,0.459
101081,0,Cash loans,F,N,Y,3,73000.0,1019500.0,59450.0,944000.0,Family,Commercial associate,Incomplete higher,Widow,House / apartment,-19734,-5034,-10691,-3718,0.771,0.732,0.4996
101082,0,Cash loans,F,Y,Y,0,53000.0,728500.0,47870.0,703000.0,Unaccompanied,Pensioner,Incomplete higher,Civil marriage,House / apartment,-20628,-9725,-3212,-814,0.8726,0.2013,0.5074
101083,0,Cash loans,M,N,Y,0,124000.0,603500.0,26630.0,532500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-22003,-8204,-9848,-3962,0.307,0.3673,0.8266
101084,0,Cash loans,F,N,N,0,207000.0,218500.0,16650.0,212900.0,Family,Working,Higher education,Married,House / apartment,-16704,-7438,-1896,-5849,0.026,0.8314,0.7995
101085,1,Cash loans,F,N,Y,1,64000.0,401500.0,25190.0,396900.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15111,-1268,-1089,-3381,0.8552,0.5231,0.3028
101086,0,Cash loans,F,N,Y,0,26000.0,190500.0,13570.0,180100.0,Unaccompanied,Working,Higher education,Married,House / apartment,-17787,-7448,-8674,-5606,0.8781,0.0734,0.1631
101087,0,Cash loans,M,N,Y,2,88000.0,1220000.0,87570.0,1056400.0,Children,Working,Higher education,Single / not married,With parents,-17689,-1047,-308,-14,0.0579,0.4876,0.3662
101088,0,Cash loans,F,N,N,0,545000.0,242000.0,12160.0,238200.0,Family,Working,Secondary / secondary special,Married,House / apartment,-9564,-260,-8784,-5615,0.0147,0.7523,0.2811
101089,1,Cash loans,F,N,Y,0,203000.0,911500.0,55750.0,883100.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22665,-2727,-1018,-2037,0.7774,0.5071,0.9037
101090,0,Cash loans,F,N,Y,0,102000.0,543500.0,42620.0,523200.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-22496,-2635,-4493,-5305,0.2934,0.1669,0.26
101091,1,Cash loans,F,N,Y,2,57000.0,374000.0,16300.0,320000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16910,-2372,-3261,-3488,0.8697,0.4283,0.1803
101092,0,Revolving loans,F,Y,Y,1,91000.0,975500.0,65670.0,946100.0,Unaccompanied,Working,Higher education,Single / not married,Municipal apartment,-21169,-3563,-7084,-5102,0.2137,0.8789,0.8555
101093,0,Cash loans,M,Y,Y,0,53000.0,710000.0,55730.0,618200.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-17369,-4904,-4290,-706,0.8195,0.6287,0.0913
101094,0,Cash loans,F,N,N,0,42000.0,627000.0,32620.0,553900.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-18399,-260,-7101,-702,0.0745,0.6961,0.2547
101095,0,Cash loans,F,N,Y,0,381000.0,907500.0,67570.0,849900.0,Family,Working,Secondary / secondary special,Married,House / apartment,-23486,-1884,-1357,-4841,0.255,0.7488,0.4228
101096,0,Cash loans,F,N,N,0,933000.0,760000.0,58780.0,676200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15871,-6698,-82,-6575,0.9247,0.0953,0.5694
101097,0,Revolving loans,M,Y,Y,1,52000.0,486500.0,34000.0,461800.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-18792,-3282,-8442,-6080,0.2273,0.5566,0.318
101098,0,Cash loans,F,N,Y,1,33000.0,858500.0,42280.0,808000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-24377,-3724,-9285,-4131,0.135,0.3634,0.4765
101099,0,Cash loans,F,N,N,1,85000.0,1019000.0,54370.0,882700.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-21780,-9058,-5411,-4842,0.8156,0.1408,0.1969
101100,0,Cash loans,F,Y,Y,3,118000.0,84000.0,3480.0,79700.0,Unaccompanied,Working,Higher education,Married,House / apartment,-17882,-2127,-2387,-6160,0.1207,0.2005,0.5498
101101,0,Cash loans,F,N,Y,0,59000.0,723000.0,52970.0,714800.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14333,-8476,-1408,-6657,0.1016,0.7443,0.3933
